Group 1
+--------------------------------------------------------------------------------------------+------------------------------+
|                                           Smile                                            |            Masses            |
|              CC(=O)c1c(cc(c(c1O)Cl)OC)OC              |     ('M', 230.034586512)      |
|              CC(=O)c1c(cc(c(c1O)Cl)OC)OC              |    ('M+H', 231.041862512)     |
|              CC(=O)c1c(cc(c(c1O)Cl)OC)OC              |    ('M+Na', 253.023804512)    |
|              CC(=O)c1c(cc(c(c1O)Cl)OC)OC              |    ('M+K', 268.997744512)     |
|              CC(=O)c1c(cc(c(c1O)Cl)OC)OC              |   ('M+NH4', 248.068409512)    |
|              CC(=O)c1c(cc(c(c1O)Cl)OC)OC              |    ('M-H', 229.027310512)     |
|              CC(=O)c1c(cc(c(c1O)Cl)OC)OC              |    ('M+Br', 308.953471512)    |
|              CC(=O)c1c(cc(c(c1O)Cl)OC)OC              |    ('M+Cl', 265.003988512)    |
+-------------------------------------------------------+-------------------------------+

Group 51
+---------------------------------------------------------+-------------------------------+
|                          Smile                          |            Masses             |
+---------------------------------------------------------+-------------------------------+
|        C=CCNC(=S)N1CCN(CC1)S(=O)(=O)c2ccc(cc2)F         |     ('M', 343.082447036)      |
|        C=CCNC(=S)N1CCN(CC1)S(=O)(=O)c2ccc(cc2)F         |    ('M+H', 344.089723036)     |
|        C=CCNC(=S)N1CCN(CC1)S(=O)(=O)c2ccc(cc2)F         |    ('M+Na', 366.071665036)    |
|        C=CCNC(=S)N1CCN(CC1)S(=O)(=O)c2ccc(cc2)F         |    ('M+K', 382.045605036)     |
|        C=CCNC(=S)N1CCN(CC1)S(=O)(=O)c2ccc(cc2)F         |   ('M+NH4', 361.116270036)    |
|        C=CCNC(=S)N1CCN(CC1)S(=O)(=O)c2ccc(cc2)F         |  ('M-H', 342.07517103600003)  |
|        C=CCNC(=S)N1CCN(CC1)S(=O)(=O)c2ccc(cc2)F         |    ('M+Br', 422.001332036)    |
|        C=CCNC(=S)N1CCN(CC1)S(=O)(=O)c2ccc(cc2)F         |    ('M+Cl', 378.051849036)    |
|            C=CCNC(=S)Nc1ccc(c(c1)C(F)(F)F)Cl            |      ('M', 294.02053166)      |
|            C=CCNC(=S)Nc1ccc(c(c1)C(F)(F)F)Cl            |     ('M+H', 295.02780766)     |
|            C=CCNC(=S)Nc1ccc(c(c1)C(F)(F)F)Cl            |    ('M+Na', 317.00974966)     |
|            C=CCNC(=S)Nc1ccc(c(c1)C(F)(F)F)Cl            |  ('M+K', 332.98368966000004)  |
|            C=CCNC(=S)Nc1ccc(c(c1)C(F)(F)F)Cl            |    ('M+NH4', 312.05435466)    |
|            C=CCNC(=S)Nc1ccc(c(c1)C(F)(F)F)Cl            |     ('M-H', 293.01325566)     |
|            C=CCNC(=S)Nc1ccc(c(c1)C(F)(F)F)Cl            |    ('M+Br', 372.93941666)     |
|            C=CCNC(=S)Nc1ccc(c(c1)C(F)(F)F)Cl            |    ('M+Cl', 328.98993366)     |
|  CC(=O)N1CCC(CC1)(c2ccccc2)C(=O)N3CCN(CC3)c4ccc(cc4)F   |     ('M', 409.216555356)      |
|  CC(=O)N1CCC(CC1)(c2ccccc2)C(=O)N3CCN(CC3)c4ccc(cc4)F   |    ('M+H', 410.223831356)     |
|  CC(=O)N1CCC(CC1)(c2ccccc2)C(=O)N3CCN(CC3)c4ccc(cc4)F   |    ('M+Na', 432.205773356)    |
|  CC(=O)N1CCC(CC1)(c2ccccc2)C(=O)N3CCN(CC3)c4ccc(cc4)F   |    ('M+K', 448.179713356)     |
|  CC(=O)N1CCC(CC1)(c2ccccc2)C(=O)N3CCN(CC3)c4ccc(cc4)F   |   ('M+NH4', 427.250378356)    |
|  CC(=O)N1CCC(CC1)(c2ccccc2)C(=O)N3CCN(CC3)c4ccc(cc4)F   |    ('M-H', 408.209279356)     |
|  CC(=O)N1CCC(CC1)(c2ccccc2)C(=O)N3CCN(CC3)c4ccc(cc4)F   |    ('M+Br', 488.135440356)    |
|  CC(=O)N1CCC(CC1)(c2ccccc2)C(=O)N3CCN(CC3)c4ccc(cc4)F   |    ('M+Cl', 444.185957356)    |
|            CC(=O)N1CCc2c1c(ccc2)NC(=O)C3CC3             |     ('M', 244.121177752)      |
|            CC(=O)N1CCc2c1c(ccc2)NC(=O)C3CC3             |    ('M+H', 245.128453752)     |
|            CC(=O)N1CCc2c1c(ccc2)NC(=O)C3CC3             |    ('M+Na', 267.110395752)    |
|            CC(=O)N1CCc2c1c(ccc2)NC(=O)C3CC3             |    ('M+K', 283.084335752)     |
|            CC(=O)N1CCc2c1c(ccc2)NC(=O)C3CC3             |   ('M+NH4', 262.155000752)    |
|            CC(=O)N1CCc2c1c(ccc2)NC(=O)C3CC3             |    ('M-H', 243.113901752)     |
|            CC(=O)N1CCc2c1c(ccc2)NC(=O)C3CC3             |    ('M+Br', 323.040062752)    |
|            CC(=O)N1CCc2c1c(ccc2)NC(=O)C3CC3             |    ('M+Cl', 279.090579752)    |
| CC(=O)c1ccc(c(c1)OC)Oc2c3c(csc3nc(n2)CN4CCOCC4)c5ccccc5 |   ('M', 475.1565772800001)    |
| CC(=O)c1ccc(c(c1)OC)Oc2c3c(csc3nc(n2)CN4CCOCC4)c5ccccc5 |  ('M+H', 476.16385328000007)  |
| CC(=O)c1ccc(c(c1)OC)Oc2c3c(csc3nc(n2)CN4CCOCC4)c5ccccc5 |  ('M+Na', 498.1457952800001)  |
| CC(=O)c1ccc(c(c1)OC)Oc2c3c(csc3nc(n2)CN4CCOCC4)c5ccccc5 |  ('M+K', 514.1197352800001)   |
| CC(=O)c1ccc(c(c1)OC)Oc2c3c(csc3nc(n2)CN4CCOCC4)c5ccccc5 | ('M+NH4', 493.19040028000006) |
| CC(=O)c1ccc(c(c1)OC)Oc2c3c(csc3nc(n2)CN4CCOCC4)c5ccccc5 |  ('M-H', 474.1493012800001)   |
| CC(=O)c1ccc(c(c1)OC)Oc2c3c(csc3nc(n2)CN4CCOCC4)c5ccccc5 |  ('M+Br', 554.0754622800001)  |
| CC(=O)c1ccc(c(c1)OC)Oc2c3c(csc3nc(n2)CN4CCOCC4)c5ccccc5 |  ('M+Cl', 510.1259792800001)  |
+---------------------------------------------------------+-------------------------------+

Group 52
+------------------------------------------------------------+-----------------------------+
|                           Smile                            |           Masses            |
+------------------------------------------------------------+-----------------------------+
|               C=CCNC(=S)N1CCOC1c2ccc(cc2)Cl                |     ('M', 282.05936178)     |
|               C=CCNC(=S)N1CCOC1c2ccc(cc2)Cl                |    ('M+H', 283.06663778)    |
|               C=CCNC(=S)N1CCOC1c2ccc(cc2)Cl                |   ('M+Na', 305.04857978)    |
|               C=CCNC(=S)N1CCOC1c2ccc(cc2)Cl                | ('M+K', 321.02251978000004) |
|               C=CCNC(=S)N1CCOC1c2ccc(cc2)Cl                |   ('M+NH4', 300.09318478)   |
|               C=CCNC(=S)N1CCOC1c2ccc(cc2)Cl                |    ('M-H', 281.05208578)    |
|               C=CCNC(=S)N1CCOC1c2ccc(cc2)Cl                |   ('M+Br', 360.97824678)    |
|               C=CCNC(=S)N1CCOC1c2ccc(cc2)Cl                |   ('M+Cl', 317.02876378)    |
|    CC(=C(c1ccccc1)c2ccc3c(c2)n(c(n3)N)S(=O)(=O)N(C)C)C     |    ('M', 370.146346944)     |
|    CC(=C(c1ccccc1)c2ccc3c(c2)n(c(n3)N)S(=O)(=O)N(C)C)C     |   ('M+H', 371.153622944)    |
|    CC(=C(c1ccccc1)c2ccc3c(c2)n(c(n3)N)S(=O)(=O)N(C)C)C     |   ('M+Na', 393.135564944)   |
|    CC(=C(c1ccccc1)c2ccc3c(c2)n(c(n3)N)S(=O)(=O)N(C)C)C     |   ('M+K', 409.109504944)    |
|    CC(=C(c1ccccc1)c2ccc3c(c2)n(c(n3)N)S(=O)(=O)N(C)C)C     |  ('M+NH4', 388.180169944)   |
|    CC(=C(c1ccccc1)c2ccc3c(c2)n(c(n3)N)S(=O)(=O)N(C)C)C     |   ('M-H', 369.139070944)    |
|    CC(=C(c1ccccc1)c2ccc3c(c2)n(c(n3)N)S(=O)(=O)N(C)C)C     |   ('M+Br', 449.065231944)   |
|    CC(=C(c1ccccc1)c2ccc3c(c2)n(c(n3)N)S(=O)(=O)N(C)C)C     |   ('M+Cl', 405.115748944)   |
|  CC(=O)NCc1ccc(cc1)C(=O)N2CCN(CC2)c3c(cc(cn3)C(F)(F)F)Cl   |     ('M', 440.12268822)     |
|  CC(=O)NCc1ccc(cc1)C(=O)N2CCN(CC2)c3c(cc(cn3)C(F)(F)F)Cl   |    ('M+H', 441.12996422)    |
|  CC(=O)NCc1ccc(cc1)C(=O)N2CCN(CC2)c3c(cc(cn3)C(F)(F)F)Cl   |   ('M+Na', 463.11190622)    |
|  CC(=O)NCc1ccc(cc1)C(=O)N2CCN(CC2)c3c(cc(cn3)C(F)(F)F)Cl   |    ('M+K', 479.08584622)    |
|  CC(=O)NCc1ccc(cc1)C(=O)N2CCN(CC2)c3c(cc(cn3)C(F)(F)F)Cl   |   ('M+NH4', 458.15651122)   |
|  CC(=O)NCc1ccc(cc1)C(=O)N2CCN(CC2)c3c(cc(cn3)C(F)(F)F)Cl   |    ('M-H', 439.11541222)    |
|  CC(=O)NCc1ccc(cc1)C(=O)N2CCN(CC2)c3c(cc(cn3)C(F)(F)F)Cl   |   ('M+Br', 519.04157322)    |
|  CC(=O)NCc1ccc(cc1)C(=O)N2CCN(CC2)c3c(cc(cn3)C(F)(F)F)Cl   |   ('M+Cl', 475.09209022)    |
| CC(=O)c1cccc(c1)NC(=O)N(Cc2cccnc2)C3CCN(CC3)CCc4ccc(cc4)Cl |    ('M', 490.213553912)     |
| CC(=O)c1cccc(c1)NC(=O)N(Cc2cccnc2)C3CCN(CC3)CCc4ccc(cc4)Cl |   ('M+H', 491.220829912)    |
| CC(=O)c1cccc(c1)NC(=O)N(Cc2cccnc2)C3CCN(CC3)CCc4ccc(cc4)Cl |   ('M+Na', 513.202771912)   |
| CC(=O)c1cccc(c1)NC(=O)N(Cc2cccnc2)C3CCN(CC3)CCc4ccc(cc4)Cl |   ('M+K', 529.176711912)    |
| CC(=O)c1cccc(c1)NC(=O)N(Cc2cccnc2)C3CCN(CC3)CCc4ccc(cc4)Cl |  ('M+NH4', 508.247376912)   |
| CC(=O)c1cccc(c1)NC(=O)N(Cc2cccnc2)C3CCN(CC3)CCc4ccc(cc4)Cl |   ('M-H', 489.206277912)    |
| CC(=O)c1cccc(c1)NC(=O)N(Cc2cccnc2)C3CCN(CC3)CCc4ccc(cc4)Cl |   ('M+Br', 569.132438912)   |
| CC(=O)c1cccc(c1)NC(=O)N(Cc2cccnc2)C3CCN(CC3)CCc4ccc(cc4)Cl |   ('M+Cl', 525.182955912)   |
|                  CC(=O)c1ccccc1OCC2CCCCC2                  |     ('M', 232.14632988)     |
|                  CC(=O)c1ccccc1OCC2CCCCC2                  |    ('M+H', 233.15360588)    |
|                  CC(=O)c1ccccc1OCC2CCCCC2                  |   ('M+Na', 255.13554788)    |
|                  CC(=O)c1ccccc1OCC2CCCCC2                  |    ('M+K', 271.10948788)    |
|                  CC(=O)c1ccccc1OCC2CCCCC2                  |   ('M+NH4', 250.18015288)   |
|                  CC(=O)c1ccccc1OCC2CCCCC2                  |    ('M-H', 231.13905388)    |
|                  CC(=O)c1ccccc1OCC2CCCCC2                  |   ('M+Br', 311.06521488)    |
|                  CC(=O)c1ccccc1OCC2CCCCC2                  |   ('M+Cl', 267.11573188)    |
+------------------------------------------------------------+-----------------------------+

Group 53
+------------------------------------------------------------+-------------------------------+
|                           Smile                            |            Masses             |
+------------------------------------------------------------+-------------------------------+
|              C=CCNC(=S)NCc1ccc(cc1)S(=O)(=O)N              |   ('M', 285.06056872000005)   |
|              C=CCNC(=S)NCc1ccc(cc1)S(=O)(=O)N              |  ('M+H', 286.06784472000004)  |
|              C=CCNC(=S)NCc1ccc(cc1)S(=O)(=O)N              | ('M+Na', 308.04978672000004)  |
|              C=CCNC(=S)NCc1ccc(cc1)S(=O)(=O)N              |  ('M+K', 324.02372672000007)  |
|              C=CCNC(=S)NCc1ccc(cc1)S(=O)(=O)N              | ('M+NH4', 303.09439172000003) |
|              C=CCNC(=S)NCc1ccc(cc1)S(=O)(=O)N              |  ('M-H', 284.05329272000006)  |
|              C=CCNC(=S)NCc1ccc(cc1)S(=O)(=O)N              |    ('M+Br', 363.97945372)     |
|              C=CCNC(=S)NCc1ccc(cc1)S(=O)(=O)N              | ('M+Cl', 320.02997072000005)  |
|     CC(=C)CC1C23C=CC(O2)C(C3C(=O)N1c4ccc(cc4)OC)C(=O)O     |     ('M', 355.141972772)      |
|     CC(=C)CC1C23C=CC(O2)C(C3C(=O)N1c4ccc(cc4)OC)C(=O)O     |    ('M+H', 356.149248772)     |
|     CC(=C)CC1C23C=CC(O2)C(C3C(=O)N1c4ccc(cc4)OC)C(=O)O     |    ('M+Na', 378.131190772)    |
|     CC(=C)CC1C23C=CC(O2)C(C3C(=O)N1c4ccc(cc4)OC)C(=O)O     |    ('M+K', 394.105130772)     |
|     CC(=C)CC1C23C=CC(O2)C(C3C(=O)N1c4ccc(cc4)OC)C(=O)O     |   ('M+NH4', 373.175795772)    |
|     CC(=C)CC1C23C=CC(O2)C(C3C(=O)N1c4ccc(cc4)OC)C(=O)O     |    ('M-H', 354.134696772)     |
|     CC(=C)CC1C23C=CC(O2)C(C3C(=O)N1c4ccc(cc4)OC)C(=O)O     |    ('M+Br', 434.060857772)    |
|     CC(=C)CC1C23C=CC(O2)C(C3C(=O)N1c4ccc(cc4)OC)C(=O)O     |    ('M+Cl', 390.111374772)    |
|     CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CCC(=O)NCc3ccc(cc3)Cl     |     ('M', 405.181919436)      |
|     CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CCC(=O)NCc3ccc(cc3)Cl     |    ('M+H', 406.189195436)     |
|     CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CCC(=O)NCc3ccc(cc3)Cl     |    ('M+Na', 428.171137436)    |
|     CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CCC(=O)NCc3ccc(cc3)Cl     |    ('M+K', 444.145077436)     |
|     CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CCC(=O)NCc3ccc(cc3)Cl     |   ('M+NH4', 423.215742436)    |
|     CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CCC(=O)NCc3ccc(cc3)Cl     |    ('M-H', 404.174643436)     |
|     CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CCC(=O)NCc3ccc(cc3)Cl     |    ('M+Br', 484.100804436)    |
|     CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CCC(=O)NCc3ccc(cc3)Cl     |    ('M+Cl', 440.151321436)    |
| CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3ncc(cn3)c4ccc(cc4)Cl |   ('M', 471.11318824400007)   |
| CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3ncc(cn3)c4ccc(cc4)Cl |  ('M+H', 472.12046424400006)  |
| CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3ncc(cn3)c4ccc(cc4)Cl | ('M+Na', 494.10240624400006)  |
| CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3ncc(cn3)c4ccc(cc4)Cl |  ('M+K', 510.0763462440001)   |
| CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3ncc(cn3)c4ccc(cc4)Cl | ('M+NH4', 489.14701124400005) |
| CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3ncc(cn3)c4ccc(cc4)Cl |  ('M-H', 470.1059122440001)   |
| CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3ncc(cn3)c4ccc(cc4)Cl |  ('M+Br', 550.0320732440001)  |
| CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3ncc(cn3)c4ccc(cc4)Cl |  ('M+Cl', 506.0825902440001)  |
|                 CC(=O)Nc1cccc(c1)SC(F)(F)F                 |     ('M', 235.027869536)      |
|                 CC(=O)Nc1cccc(c1)SC(F)(F)F                 |    ('M+H', 236.035145536)     |
|                 CC(=O)Nc1cccc(c1)SC(F)(F)F                 |    ('M+Na', 258.017087536)    |
|                 CC(=O)Nc1cccc(c1)SC(F)(F)F                 |    ('M+K', 273.991027536)     |
|                 CC(=O)Nc1cccc(c1)SC(F)(F)F                 |   ('M+NH4', 253.061692536)    |
|                 CC(=O)Nc1cccc(c1)SC(F)(F)F                 |    ('M-H', 234.020593536)     |
|                 CC(=O)Nc1cccc(c1)SC(F)(F)F                 |    ('M+Br', 313.946754536)    |
|                 CC(=O)Nc1cccc(c1)SC(F)(F)F                 |    ('M+Cl', 269.997271536)    |
+------------------------------------------------------------+-------------------------------+

Group 54
+------------------------------------------------------+-------------------------------+
|                        Smile                         |            Masses             |
+------------------------------------------------------+-------------------------------+
|          C=CCNC(c1ccc(cc1)Cl)C(=O)Nc2ccccc2          |   ('M', 300.10294084400005)   |
|          C=CCNC(c1ccc(cc1)Cl)C(=O)Nc2ccccc2          |  ('M+H', 301.11021684400004)  |
|          C=CCNC(c1ccc(cc1)Cl)C(=O)Nc2ccccc2          | ('M+Na', 323.09215884400004)  |
|          C=CCNC(c1ccc(cc1)Cl)C(=O)Nc2ccccc2          |  ('M+K', 339.06609884400007)  |
|          C=CCNC(c1ccc(cc1)Cl)C(=O)Nc2ccccc2          | ('M+NH4', 318.13676384400003) |
|          C=CCNC(c1ccc(cc1)Cl)C(=O)Nc2ccccc2          |  ('M-H', 299.09566484400005)  |
|          C=CCNC(c1ccc(cc1)Cl)C(=O)Nc2ccccc2          |    ('M+Br', 379.021825844)    |
|          C=CCNC(c1ccc(cc1)Cl)C(=O)Nc2ccccc2          | ('M+Cl', 335.07234284400005)  |
|       CC(=C)Cn1c(=O)c2c3c(sc2nc1SCC(=O)O)CCCC3       |     ('M', 350.075884436)      |
|       CC(=C)Cn1c(=O)c2c3c(sc2nc1SCC(=O)O)CCCC3       |    ('M+H', 351.083160436)     |
|       CC(=C)Cn1c(=O)c2c3c(sc2nc1SCC(=O)O)CCCC3       |    ('M+Na', 373.065102436)    |
|       CC(=C)Cn1c(=O)c2c3c(sc2nc1SCC(=O)O)CCCC3       |    ('M+K', 389.039042436)     |
|       CC(=C)Cn1c(=O)c2c3c(sc2nc1SCC(=O)O)CCCC3       |   ('M+NH4', 368.109707436)    |
|       CC(=C)Cn1c(=O)c2c3c(sc2nc1SCC(=O)O)CCCC3       |    ('M-H', 349.068608436)     |
|       CC(=C)Cn1c(=O)c2c3c(sc2nc1SCC(=O)O)CCCC3       |    ('M+Br', 428.994769436)    |
|       CC(=C)Cn1c(=O)c2c3c(sc2nc1SCC(=O)O)CCCC3       |    ('M+Cl', 385.045286436)    |
| CC(=O)C1=C(C(=O)N(C1c2cccc(c2)F)CCc3ccc(c(c3)OC)OC)O |     ('M', 399.148201024)      |
| CC(=O)C1=C(C(=O)N(C1c2cccc(c2)F)CCc3ccc(c(c3)OC)OC)O |    ('M+H', 400.155477024)     |
| CC(=O)C1=C(C(=O)N(C1c2cccc(c2)F)CCc3ccc(c(c3)OC)OC)O |    ('M+Na', 422.137419024)    |
| CC(=O)C1=C(C(=O)N(C1c2cccc(c2)F)CCc3ccc(c(c3)OC)OC)O |    ('M+K', 438.111359024)     |
| CC(=O)C1=C(C(=O)N(C1c2cccc(c2)F)CCc3ccc(c(c3)OC)OC)O | ('M+NH4', 417.18202402399993) |
| CC(=O)C1=C(C(=O)N(C1c2cccc(c2)F)CCc3ccc(c(c3)OC)OC)O |    ('M-H', 398.140925024)     |
| CC(=O)C1=C(C(=O)N(C1c2cccc(c2)F)CCc3ccc(c(c3)OC)OC)O | ('M+Br', 478.06708602399993)  |
| CC(=O)C1=C(C(=O)N(C1c2cccc(c2)F)CCc3ccc(c(c3)OC)OC)O |    ('M+Cl', 434.117603024)    |
|             CC(=O)NCCNC(=O)COc1ccccc1C#N             |     ('M', 250.131742436)      |
|             CC(=O)NCCNC(=O)COc1ccccc1C#N             |    ('M+H', 251.139018436)     |
|             CC(=O)NCCNC(=O)COc1ccccc1C#N             |    ('M+Na', 273.120960436)    |
|             CC(=O)NCCNC(=O)COc1ccccc1C#N             |    ('M+K', 289.094900436)     |
|             CC(=O)NCCNC(=O)COc1ccccc1C#N             |   ('M+NH4', 268.165565436)    |
|             CC(=O)NCCNC(=O)COc1ccccc1C#N             |    ('M-H', 249.124466436)     |
|             CC(=O)NCCNC(=O)COc1ccccc1C#N             |    ('M+Br', 329.050627436)    |
|             CC(=O)NCCNC(=O)COc1ccccc1C#N             |    ('M+Cl', 285.101144436)    |
|  CC(=O)c1ccc(c(c1O)Br)OCc2ccc(cc2)CNC(=O)OC(C)(C)C   |     ('M', 449.083784968)      |
|  CC(=O)c1ccc(c(c1O)Br)OCc2ccc(cc2)CNC(=O)OC(C)(C)C   |    ('M+H', 450.091060968)     |
|  CC(=O)c1ccc(c(c1O)Br)OCc2ccc(cc2)CNC(=O)OC(C)(C)C   |    ('M+Na', 472.073002968)    |
|  CC(=O)c1ccc(c(c1O)Br)OCc2ccc(cc2)CNC(=O)OC(C)(C)C   |    ('M+K', 488.046942968)     |
|  CC(=O)c1ccc(c(c1O)Br)OCc2ccc(cc2)CNC(=O)OC(C)(C)C   |   ('M+NH4', 467.117607968)    |
|  CC(=O)c1ccc(c(c1O)Br)OCc2ccc(cc2)CNC(=O)OC(C)(C)C   |    ('M-H', 448.076508968)     |
|  CC(=O)c1ccc(c(c1O)Br)OCc2ccc(cc2)CNC(=O)OC(C)(C)C   |    ('M+Br', 528.002669968)    |
|  CC(=O)c1ccc(c(c1O)Br)OCc2ccc(cc2)CNC(=O)OC(C)(C)C   |    ('M+Cl', 484.053186968)    |
+------------------------------------------------------+-------------------------------+

Group 55
+------------------------------------------------------------+-------------------------------+
|                           Smile                            |            Masses             |
+------------------------------------------------------------+-------------------------------+
|         C=CCNc1c2ccccc2c3nnc(n3n1)C(C(F)(F)F)(F)F          |      ('M', 343.08563642)      |
|         C=CCNc1c2ccccc2c3nnc(n3n1)C(C(F)(F)F)(F)F          |  ('M+H', 344.09291241999995)  |
|         C=CCNc1c2ccccc2c3nnc(n3n1)C(C(F)(F)F)(F)F          |    ('M+Na', 366.07485442)     |
|         C=CCNc1c2ccccc2c3nnc(n3n1)C(C(F)(F)F)(F)F          |     ('M+K', 382.04879442)     |
|         C=CCNc1c2ccccc2c3nnc(n3n1)C(C(F)(F)F)(F)F          |    ('M+NH4', 361.11945942)    |
|         C=CCNc1c2ccccc2c3nnc(n3n1)C(C(F)(F)F)(F)F          |     ('M-H', 342.07836042)     |
|         C=CCNc1c2ccccc2c3nnc(n3n1)C(C(F)(F)F)(F)F          |    ('M+Br', 422.00452142)     |
|         C=CCNc1c2ccccc2c3nnc(n3n1)C(C(F)(F)F)(F)F          |    ('M+Cl', 378.05503842)     |
|             C=CCOc1ccc(cc1)C(=O)N2CCCc3c2cccc3             |   ('M', 293.14157884800005)   |
|             C=CCOc1ccc(cc1)C(=O)N2CCCc3c2cccc3             |  ('M+H', 294.14885484800004)  |
|             C=CCOc1ccc(cc1)C(=O)N2CCCc3c2cccc3             | ('M+Na', 316.13079684800005)  |
|             C=CCOc1ccc(cc1)C(=O)N2CCCc3c2cccc3             |  ('M+K', 332.1047368480001)   |
|             C=CCOc1ccc(cc1)C(=O)N2CCCc3c2cccc3             | ('M+NH4', 311.17540184800004) |
|             C=CCOc1ccc(cc1)C(=O)N2CCCc3c2cccc3             |  ('M-H', 292.13430284800006)  |
|             C=CCOc1ccc(cc1)C(=O)N2CCCc3c2cccc3             |    ('M+Br', 372.060463848)    |
|             C=CCOc1ccc(cc1)C(=O)N2CCCc3c2cccc3             | ('M+Cl', 328.11098084800005)  |
|       CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CSCCNC(=O)c3ccco3       |     ('M', 393.172227344)      |
|       CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CSCCNC(=O)c3ccco3       |    ('M+H', 394.179503344)     |
|       CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CSCCNC(=O)c3ccco3       |    ('M+Na', 416.161445344)    |
|       CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CSCCNC(=O)c3ccco3       |    ('M+K', 432.135385344)     |
|       CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CSCCNC(=O)c3ccco3       |   ('M+NH4', 411.206050344)    |
|       CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CSCCNC(=O)c3ccco3       |    ('M-H', 392.164951344)     |
|       CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CSCCNC(=O)c3ccco3       |    ('M+Br', 472.091112344)    |
|       CC(=O)N1CCC(CC1)N(C2CC2)C(=O)CSCCNC(=O)c3ccco3       |    ('M+Cl', 428.141629344)    |
|             CC(=O)N[C@@H](Cc1cc(ccc1F)F)C(=O)O             |     ('M', 243.070699652)      |
|             CC(=O)N[C@@H](Cc1cc(ccc1F)F)C(=O)O             |    ('M+H', 244.077975652)     |
|             CC(=O)N[C@@H](Cc1cc(ccc1F)F)C(=O)O             |    ('M+Na', 266.059917652)    |
|             CC(=O)N[C@@H](Cc1cc(ccc1F)F)C(=O)O             |    ('M+K', 282.033857652)     |
|             CC(=O)N[C@@H](Cc1cc(ccc1F)F)C(=O)O             |   ('M+NH4', 261.104522652)    |
|             CC(=O)N[C@@H](Cc1cc(ccc1F)F)C(=O)O             |    ('M-H', 242.063423652)     |
|             CC(=O)N[C@@H](Cc1cc(ccc1F)F)C(=O)O             |    ('M+Br', 321.989584652)    |
|             CC(=O)N[C@@H](Cc1cc(ccc1F)F)C(=O)O             |    ('M+Cl', 278.040101652)    |
| CC(=O)Nc1ccc(cc1)NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc(c(c3)OC)OC |   ('M', 461.1620565839999)    |
| CC(=O)Nc1ccc(cc1)NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc(c(c3)OC)OC |  ('M+H', 462.1693325839999)   |
| CC(=O)Nc1ccc(cc1)NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc(c(c3)OC)OC |  ('M+Na', 484.1512745839999)  |
| CC(=O)Nc1ccc(cc1)NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc(c(c3)OC)OC |  ('M+K', 500.12521458399993)  |
| CC(=O)Nc1ccc(cc1)NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc(c(c3)OC)OC | ('M+NH4', 479.1958795839999)  |
| CC(=O)Nc1ccc(cc1)NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc(c(c3)OC)OC |  ('M-H', 460.1547805839999)   |
| CC(=O)Nc1ccc(cc1)NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc(c(c3)OC)OC |  ('M+Br', 540.0809415839999)  |
| CC(=O)Nc1ccc(cc1)NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc(c(c3)OC)OC |  ('M+Cl', 496.1314585839999)  |
+------------------------------------------------------------+-------------------------------+

Group 56
+-------------------------------------------------------------+-------------------------------+
|                            Smile                            |            Masses             |
+-------------------------------------------------------------+-------------------------------+
|          C=CCNc1nc(c(s1)C(=O)c2cccc(c2)C(F)(F)F)N           |     ('M', 327.065317664)      |
|          C=CCNc1nc(c(s1)C(=O)c2cccc(c2)C(F)(F)F)N           |    ('M+H', 328.072593664)     |
|          C=CCNc1nc(c(s1)C(=O)c2cccc(c2)C(F)(F)F)N           |    ('M+Na', 350.054535664)    |
|          C=CCNc1nc(c(s1)C(=O)c2cccc(c2)C(F)(F)F)N           |    ('M+K', 366.028475664)     |
